20171101 042500;13354.500000;13356.750000;13348.750000;13349.750000;0
20171101 042600;13350.250000;13354.250000;13350.000000;13352.750000;0
20171101 042700;13353.000000;13354.500000;13350.750000;13352.250000;0
20171101 042800;13352.750000;13353.000000;13348.500000;13353.000000;0
20171101 042900;13352.500000;13352.750000;13350.750000;13352.500000;0
20171101 043000;13352.750000;13355.000000;13351.500000;13354.250000;0
20171101 043100;13354.000000;13354.000000;13350.250000;13350.750000;0
20171101 043200;13351.250000;13353.750000;13350.000000;13350.500000;0
20171101 043300;13350.750000;13353.750000;13350.750000;13351.750000;0
20171101 043400;13352.000000;13356.000000;13351.750000;13356.000000;0
20171101 043500;13356.250000;13360.750000;13355.250000;13359.500000;0
20171101 043600;13359.750000;13360.500000;13356.250000;13357.250000;0
20171101 043700;13357.500000;13358.500000;13356.750000;13357.500000;0
20171101 043800;13357.750000;13360.000000;13357.500000;13358.750000;0
20171101 043900;13358.500000;13360.500000;13357.750000;13357.750000;0
20171101 044000;13358.750000;13359.750000;13357.000000;13357.500000;0
20171101 044100;13357.750000;13359.000000;13355.000000;13355.000000;0
20171101 044200;13354.750000;13356.500000;13353.750000;13355.250000;0
20171101 044300;13354.750000;13359.500000;13354.500000;13359.250000;0
20171101 044400;13359.500000;13360.250000;13358.500000;13359.500000;0
20171101 044500;13359.750000;13361.250000;13358.250000;13359.250000;0
20171101 044600;13359.500000;13361.250000;13358.000000;13358.250000;0
20171101 044700;13358.000000;13360.250000;13357.750000;13358.750000;0
20171101 044800;13359.000000;13362.500000;13358.250000;13362.250000;0
20171101 044900;13362.000000;13363.750000;13361.000000;13361.000000;0
20171101 045000;13360.750000;13361.500000;13359.500000;13360.500000;0
20171101 045100;13361.250000;13364.000000;13361.250000;13363.000000;0
20171101 045200;13363.250000;13364.250000;13362.250000;13363.250000;0
20171101 045300;13363.000000;13366.000000;13363.000000;13365.250000;0
20171101 045400;13365.000000;13369.000000;13363.250000;13366.750000;0
20171101 045500;13366.500000;13378.000000;13365.750000;13378.000000;0
20171101 045600;13378.500000;13382.500000;13374.750000;13378.500000;0
20171101 045700;13378.250000;13389.000000;13378.250000;13383.250000;0
20171101 045800;13382.500000;13387.750000;13380.750000;13382.750000;0
20171101 045900;13383.000000;13388.750000;13382.250000;13384.750000;0
20171101 050000;13384.500000;13386.000000;13384.250000;13385.250000;0
20171101 050100;13385.000000;13390.250000;13384.750000;13387.750000;0
20171101 050200;13387.500000;13388.000000;13384.500000;13384.750000;0
20171101 050300;13388.750000;13388.750000;13385.500000;13386.000000;0
20171101 050400;13386.250000;13387.500000;13385.750000;13387.250000;0
20171101 050500;13387.500000;13396.250000;13387.500000;13388.250000;0
20171101 050600;13388.000000;13392.000000;13385.250000;13385.750000;0
20171101 050700;13385.250000;13385.500000;13381.750000;13383.500000;0
20171101 050800;13383.250000;13385.750000;13383.250000;13384.500000;0
20171101 050900;13383.500000;13386.750000;13383.500000;13385.250000;0
20171101 051000;13385.500000;13386.750000;13384.500000;13386.750000;0
20171101 051100;13386.500000;13388.750000;13386.250000;13388.250000;0
20171101 051200;13388.750000;13393.750000;13387.250000;13393.500000;0
20171101 051300;13393.750000;13394.750000;13391.000000;13392.250000;0
20171101 051400;13392.000000;13393.500000;13389.500000;13393.500000;0
20171101 051500;13394.000000;13395.000000;13392.500000;13392.500000;0
20171101 051600;13392.750000;13393.250000;13388.500000;13388.750000;0
20171101 051700;13388.500000;13389.250000;13385.250000;13385.500000;0
20171101 051800;13385.000000;13386.000000;13384.500000;13385.000000;0
20171101 051900;13384.750000;13385.500000;13380.500000;13382.000000;0
20171101 052000;13382.250000;13387.500000;13382.250000;13386.500000;0
20171101 052100;13386.750000;13389.500000;13386.750000;13388.500000;0
20171101 052200;13388.250000;13393.000000;13388.000000;13392.750000;0
20171101 052300;13393.000000;13394.500000;13392.000000;13394.000000;0
20171101 052400;13393.750000;13396.250000;13391.750000;13392.750000;0
20171101 052500;13393.000000;13394.000000;13392.250000;13393.000000;0
20171101 052600;13392.750000;13393.250000;13387.750000;13388.250000;0
20171101 052700;13388.500000;13389.750000;13387.000000;13388.000000;0
20171101 052800;13388.250000;13389.500000;13386.750000;13389.000000;0
20171101 052900;13388.750000;13390.750000;13387.750000;13389.750000;0
20171101 053000;13389.500000;13394.250000;13389.500000;13391.250000;0
20171101 053100;13391.750000;13391.750000;13388.750000;13388.750000;0
20171101 053200;13389.000000;13392.750000;13389.000000;13392.000000;0
20171101 053300;13391.750000;13391.750000;13388.500000;13388.500000;0
20171101 053400;13388.250000;13388.750000;13386.250000;13386.750000;0
20171101 053500;13388.000000;13390.500000;13388.000000;13388.250000;0
20171101 053600;13388.500000;13391.250000;13387.750000;13390.750000;0
20171101 053700;13390.500000;13392.500000;13390.250000;13392.250000;0
20171101 053800;13392.000000;13394.250000;13391.750000;13394.250000;0
20171101 053900;13394.000000;13394.250000;13393.000000;13394.000000;0
20171101 054000;13394.250000;13395.000000;13392.000000;13395.000000;0
20171101 054100;13394.500000;13401.500000;13394.250000;13400.500000;0
20171101 054200;13400.750000;13404.750000;13400.250000;13402.250000;0
20171101 054300;13402.000000;13403.250000;13401.750000;13402.250000;0
20171101 054400;13402.000000;13402.000000;13398.750000;13401.250000;0
20171101 054500;13401.750000;13406.500000;13401.750000;13405.250000;0
20171101 054600;13405.000000;13407.000000;13403.750000;13405.000000;0
20171101 054700;13404.750000;13405.000000;13401.250000;13404.500000;0
20171101 054800;13404.250000;13406.500000;13403.500000;13405.750000;0
20171101 054900;13405.500000;13407.250000;13404.500000;13406.750000;0
20171101 055000;13406.250000;13412.500000;13406.250000;13410.250000;0
20171101 055100;13411.000000;13412.750000;13410.250000;13412.000000;0
20171101 055200;13412.500000;13414.750000;13411.500000;13413.250000;0
20171101 055300;13413.500000;13421.500000;13413.500000;13419.750000;0
20171101 055400;13420.000000;13422.750000;13418.750000;13421.250000;0
20171101 055500;13421.500000;13425.500000;13421.250000;13424.750000;0
20171101 055600;13424.500000;13424.750000;13421.000000;13423.500000;0
20171101 055700;13423.250000;13429.250000;13423.000000;13428.250000;0
20171101 055800;13428.000000;13433.250000;13427.500000;13430.750000;0
20171101 055900;13430.500000;13443.750000;13430.500000;13443.750000;0
20171101 060000;13443.500000;13445.500000;13438.500000;13439.000000;0
20171101 060100;13439.250000;13443.000000;13438.000000;13442.500000;0
20171101 060200;13442.000000;13449.250000;13439.500000;13442.000000;0
20171101 060300;13442.250000;13444.000000;13440.250000;13442.000000;0
20171101 060400;13442.250000;13442.500000;13440.500000;13441.500000;0
20171101 060500;13441.250000;13445.000000;13441.250000;13442.750000;0
20171101 060600;13442.500000;13445.000000;13442.000000;13445.000000;0
20171101 060700;13445.250000;13445.500000;13439.000000;13439.250000;0
20171101 060800;13439.000000;13439.500000;13436.000000;13437.500000;0
20171101 060900;13437.250000;13438.750000;13432.250000;13433.500000;0
20171101 061000;13433.250000;13436.500000;13433.000000;13435.750000;0
20171101 061100;13435.500000;13436.250000;13434.000000;13434.750000;0
20171101 061200;13435.000000;13435.250000;13432.500000;13432.750000;0
20171101 061300;13432.500000;13433.250000;13431.750000;13433.250000;0
20171101 061400;13433.000000;13433.250000;13431.000000;13433.250000;0
20171101 061500;13432.750000;13436.250000;13432.500000;13435.250000;0
20171101 061600;13435.000000;13435.000000;13433.500000;13433.750000;0
20171101 061700;13433.500000;13434.250000;13432.250000;13433.750000;0
20171101 061800;13433.500000;13436.250000;13432.500000;13435.000000;0
20171101 061900;13434.750000;13434.750000;13433.000000;13433.750000;0
20171101 062000;13433.500000;13433.500000;13430.250000;13430.750000;0
20171101 062100;13430.250000;13432.250000;13429.500000;13431.750000;0
20171101 062200;13432.000000;13432.750000;13432.000000;13432.000000;0
20171101 062300;13432.250000;13434.000000;13431.000000;13432.250000;0
20171101 062400;13432.750000;13434.750000;13432.500000;13434.250000;0
20171101 062500;13434.500000;13437.250000;13434.500000;13436.500000;0
20171101 062600;13436.750000;13437.000000;13436.000000;13436.750000;0
20171101 062700;13436.500000;13439.000000;13436.000000;13438.000000;0
20171101 062800;13437.750000;13438.000000;13435.250000;13435.250000;0
20171101 062900;13435.500000;13436.500000;13435.000000;13435.500000;0
20171101 063000;13436.000000;13437.000000;13432.250000;13433.000000;0
20171101 063100;13433.500000;13435.250000;13432.750000;13434.750000;0
20171101 063200;13435.000000;13435.000000;13431.500000;13431.500000;0
20171101 063300;13431.250000;13431.250000;13428.000000;13428.500000;0
20171101 063400;13428.750000;13431.250000;13428.000000;13431.000000;0
20171101 063500;13431.250000;13432.500000;13430.000000;13432.250000;0
20171101 063600;13432.500000;13432.500000;13429.500000;13430.750000;0
20171101 063700;13430.500000;13433.500000;13430.500000;13433.500000;0
20171101 063800;13433.750000;13436.250000;13433.250000;13436.250000;0
20171101 063900;13435.750000;13436.750000;13435.000000;13435.750000;0
20171101 064000;13435.500000;13436.250000;13434.000000;13434.500000;0
20171101 064100;13434.250000;13435.500000;13431.750000;13432.250000;0
20171101 064200;13432.000000;13433.250000;13430.500000;13433.250000;0
20171101 064300;13433.500000;13433.500000;13433.000000;13433.250000;0
20171101 064400;13432.750000;13432.750000;13431.750000;13432.250000;0
20171101 064500;13432.000000;13434.250000;13431.750000;13434.250000;0
20171101 064600;13434.500000;13436.500000;13434.000000;13436.250000;0
20171101 064700;13436.500000;13437.000000;13435.750000;13436.250000;0
20171101 064800;13436.000000;13436.750000;13436.000000;13436.000000;0
20171101 064900;13435.750000;13438.250000;13435.250000;13438.250000;0
20171101 065000;13438.500000;13440.000000;13438.250000;13439.750000;0
20171101 065100;13440.000000;13443.750000;13439.750000;13443.750000;0
20171101 065200;13443.250000;13443.250000;13441.250000;13441.500000;0
20171101 065300;13441.000000;13442.500000;13441.000000;13441.750000;0
20171101 065400;13442.000000;13443.500000;13442.000000;13443.000000;0
20171101 065500;13443.250000;13444.250000;13442.750000;13442.750000;0
20171101 065600;13442.500000;13443.500000;13442.500000;13443.000000;0
20171101 065700;13442.500000;13443.000000;13438.500000;13439.500000;0
20171101 065800;13439.000000;13440.500000;13439.000000;13440.250000;0
20171101 065900;13440.500000;13441.000000;13438.750000;13439.750000;0
20171101 070000;13440.000000;13440.250000;13437.750000;13438.000000;0
20171101 070100;13437.750000;13439.750000;13437.500000;13439.500000;0
20171101 070200;13439.250000;13439.250000;13437.500000;13438.000000;0
20171101 070300;13438.250000;13438.250000;13435.500000;13435.500000;0
20171101 070400;13435.250000;13438.500000;13434.500000;13438.000000;0
20171101 070500;13438.250000;13440.250000;13438.000000;13439.750000;0
20171101 070600;13439.500000;13443.000000;13439.250000;13442.250000;0
20171101 070700;13442.000000;13444.750000;13442.000000;13443.500000;0
20171101 070800;13443.750000;13445.250000;13443.750000;13444.000000;0
20171101 070900;13444.250000;13445.000000;13442.000000;13442.000000;0
20171101 071000;13442.250000;13444.000000;13441.750000;13444.000000;0
20171101 071100;13443.500000;13443.750000;13442.000000;13442.000000;0
20171101 071200;13441.750000;13443.250000;13441.500000;13443.000000;0
20171101 071300;13442.750000;13449.000000;13442.750000;13448.500000;0
20171101 071400;13449.000000;13449.000000;13444.250000;13445.000000;0
20171101 071500;13445.250000;13446.750000;13445.000000;13446.750000;0
20171101 071600;13446.500000;13447.750000;13446.000000;13446.500000;0
20171101 071700;13446.750000;13447.000000;13445.500000;13446.500000;0
20171101 071800;13446.250000;13448.500000;13446.000000;13447.750000;0
20171101 071900;13447.500000;13447.750000;13444.750000;13445.500000;0
20171101 072000;13445.250000;13446.500000;13445.000000;13446.500000;0
20171101 072100;13446.750000;13448.500000;13446.500000;13448.000000;0
20171101 072200;13447.750000;13460.250000;13447.750000;13459.750000;0
20171101 072300;13459.250000;13464.250000;13459.250000;13464.250000;0
20171101 072400;13465.750000;13468.000000;13463.000000;13463.250000;0
20171101 072500;13463.500000;13466.250000;13462.750000;13464.500000;0
20171101 072600;13464.250000;13464.250000;13450.000000;13451.000000;0
20171101 072700;13451.250000;13452.750000;13446.000000;13446.250000;0
20171101 072800;13446.000000;13447.250000;13444.250000;13445.250000;0
20171101 072900;13445.500000;13447.000000;13444.500000;13446.750000;0
20171101 073000;13447.000000;13447.000000;13444.500000;13445.000000;0
20171101 073100;13444.750000;13445.750000;13442.500000;13444.500000;0
20171101 073200;13444.750000;13445.250000;13442.750000;13443.750000;0
20171101 073300;13444.000000;13446.750000;13443.500000;13446.250000;0
20171101 073400;13446.750000;13447.250000;13446.250000;13446.750000;0
20171101 073500;13446.500000;13447.000000;13445.250000;13446.000000;0
20171101 073600;13446.250000;13447.000000;13444.500000;13445.750000;0
20171101 073700;13446.000000;13446.250000;13444.750000;13445.750000;0
20171101 073800;13446.000000;13448.750000;13445.250000;13448.250000;0
20171101 073900;13448.000000;13448.000000;13443.250000;13444.250000;0
20171101 074000;13444.000000;13444.500000;13438.250000;13440.750000;0
20171101 074100;13441.000000;13443.500000;13440.000000;13441.750000;0
20171101 074200;13441.250000;13444.750000;13440.500000;13444.250000;0
20171101 074300;13444.500000;13445.000000;13443.750000;13444.500000;0
20171101 074400;13444.750000;13445.250000;13444.000000;13444.750000;0
20171101 074500;13445.000000;13445.750000;13444.250000;13445.750000;0
20171101 074600;13446.000000;13447.500000;13445.250000;13447.500000;0
20171101 074700;13447.750000;13448.250000;13446.500000;13448.250000;0
20171101 074800;13448.000000;13449.000000;13447.000000;13448.250000;0
20171101 074900;13448.000000;13448.500000;13445.000000;13445.750000;0
20171101 075000;13446.000000;13446.750000;13444.500000;13444.750000;0
20171101 075100;13444.500000;13446.000000;13444.250000;13446.000000;0
20171101 075200;13445.750000;13450.000000;13445.750000;13450.000000;0
20171101 075300;13450.250000;13452.750000;13449.750000;13450.750000;0
20171101 075400;13451.000000;13455.500000;13451.000000;13455.000000;0
20171101 075500;13455.250000;13455.500000;13452.250000;13453.000000;0
20171101 075600;13452.750000;13455.500000;13452.750000;13454.250000;0
20171101 075700;13454.000000;13455.500000;13452.500000;13452.500000;0
20171101 075800;13454.500000;13455.500000;13450.750000;13455.000000;0
20171101 075900;13455.750000;13455.750000;13453.250000;13453.500000;0
20171101 080000;13453.250000;13454.500000;13451.250000;13454.000000;0
20171101 080100;13454.250000;13454.750000;13452.750000;13453.500000;0
20171101 080200;13453.250000;13455.000000;13452.750000;13453.000000;0
20171101 080300;13452.750000;13455.000000;13450.750000;13454.750000;0
20171101 080400;13455.000000;13457.250000;13454.250000;13456.250000;0
20171101 080500;13456.500000;13457.000000;13455.000000;13455.500000;0
20171101 080600;13455.750000;13456.000000;13452.500000;13453.250000;0
20171101 080700;13453.500000;13456.000000;13453.250000;13456.000000;0
20171101 080800;13455.750000;13457.000000;13454.500000;13456.500000;0
20171101 080900;13456.750000;13458.000000;13456.750000;13457.250000;0
20171101 081000;13457.500000;13459.000000;13454.750000;13456.500000;0
20171101 081100;13456.250000;13456.250000;13453.750000;13454.000000;0
20171101 081200;13454.250000;13457.500000;13454.250000;13457.250000;0
20171101 081300;13457.000000;13457.250000;13456.250000;13456.250000;0
20171101 081400;13456.500000;13458.500000;13456.500000;13457.750000;0
20171101 081500;13458.250000;13466.500000;13458.250000;13460.250000;0
20171101 081600;13460.500000;13462.750000;13455.750000;13458.250000;0
20171101 081700;13458.750000;13460.250000;13455.250000;13456.000000;0
20171101 081800;13455.750000;13458.000000;13455.250000;13457.750000;0
20171101 081900;13458.000000;13466.500000;13457.500000;13466.500000;0
20171101 082000;13467.250000;13470.500000;13463.750000;13470.500000;0
20171101 082100;13470.750000;13476.000000;13470.750000;13473.250000;0
20171101 082200;13473.000000;13473.000000;13468.250000;13469.000000;0
20171101 082300;13469.250000;13469.500000;13468.000000;13468.500000;0
20171101 082400;13468.000000;13469.500000;13467.000000;13467.500000;0
20171101 082500;13467.750000;13470.250000;13467.500000;13468.750000;0
20171101 082600;13469.000000;13472.000000;13469.000000;13471.000000;0
20171101 082700;13471.250000;13473.250000;13471.250000;13473.000000;0
20171101 082800;13472.750000;13474.500000;13472.000000;13474.500000;0
20171101 082900;13474.250000;13474.250000;13471.750000;13473.250000;0
20171101 083000;13473.500000;13474.000000;13468.500000;13468.500000;0
20171101 083100;13468.250000;13470.000000;13467.750000;13469.750000;0
20171101 083200;13469.250000;13471.000000;13467.000000;13469.000000;0
20171101 083300;13469.750000;13470.000000;13466.000000;13466.250000;0
20171101 083400;13466.000000;13467.500000;13465.500000;13466.250000;0
20171101 083500;13467.250000;13469.000000;13466.500000;13468.750000;0
20171101 083600;13470.000000;13475.000000;13469.500000;13473.250000;0
20171101 083700;13473.000000;13473.500000;13471.500000;13472.250000;0
20171101 083800;13472.500000;13472.500000;13471.000000;13471.750000;0
20171101 083900;13471.250000;13471.750000;13469.000000;13471.000000;0
20171101 084000;13470.750000;13471.500000;13466.500000;13466.500000;0
20171101 084100;13466.750000;13467.500000;13459.750000;13459.750000;0
20171101 084200;13460.250000;13461.750000;13458.250000;13458.250000;0
20171101 084300;13458.000000;13462.750000;13458.000000;13462.500000;0
20171101 084400;13462.250000;13465.000000;13462.250000;13463.750000;0
20171101 084500;13464.000000;13465.500000;13463.500000;13465.000000;0
20171101 084600;13464.750000;13464.750000;13464.000000;13464.250000;0
20171101 084700;13464.000000;13467.250000;13463.750000;13467.250000;0
20171101 084800;13467.000000;13467.750000;13465.000000;13465.250000;0
20171101 084900;13465.500000;13465.500000;13464.500000;13465.500000;0
20171101 085000;13465.250000;13465.250000;13464.000000;13464.250000;0
20171101 085100;13464.000000;13468.750000;13463.250000;13468.000000;0
20171101 085200;13468.500000;13474.750000;13467.000000;13471.500000;0
20171101 085300;13471.750000;13473.000000;13468.500000;13468.500000;0
20171101 085400;13468.750000;13469.750000;13467.250000;13467.250000;0
20171101 085500;13467.000000;13470.000000;13466.750000;13469.250000;0
20171101 085600;13469.000000;13469.000000;13467.000000;13467.500000;0
20171101 085700;13467.750000;13470.000000;13467.500000;13467.750000;0
20171101 085800;13468.000000;13469.500000;13467.500000;13468.250000;0
20171101 085900;13468.000000;13468.000000;13465.500000;13465.750000;0
20171101 090000;13465.500000;13466.000000;13465.000000;13465.500000;0
20171101 090100;13465.250000;13466.500000;13465.250000;13466.000000;0
20171101 090200;13465.750000;13467.500000;13465.750000;13467.000000;0
20171101 090300;13466.750000;13469.500000;13464.500000;13469.500000;0
20171101 090400;13469.750000;13471.500000;13469.750000;13471.000000;0
20171101 090500;13471.250000;13471.500000;13464.500000;13466.000000;0
20171101 090600;13466.500000;13467.500000;13463.500000;13464.250000;0
20171101 090700;13464.000000;13464.750000;13463.250000;13464.000000;0
20171101 090800;13463.750000;13464.750000;13463.750000;13464.500000;0
20171101 090900;13464.750000;13465.000000;13464.000000;13464.750000;0
20171101 091000;13464.500000;13465.000000;13464.250000;13464.750000;0
20171101 091100;13465.000000;13467.000000;13464.750000;13466.750000;0
20171101 091200;13466.500000;13468.000000;13466.500000;13467.250000;0
20171101 091300;13467.000000;13467.750000;13467.000000;13467.250000;0
20171101 091400;13467.500000;13469.750000;13467.500000;13469.500000;0
20171101 091500;13469.250000;13472.250000;13468.750000;13469.250000;0
20171101 091600;13469.000000;13471.500000;13469.000000;13470.750000;0
20171101 091700;13471.000000;13471.250000;13468.750000;13469.000000;0
20171101 091800;13468.750000;13469.000000;13468.500000;13468.750000;0
20171101 091900;13469.000000;13469.750000;13468.500000;13468.750000;0
20171101 092000;13469.000000;13471.750000;13468.750000;13470.250000;0
20171101 092100;13470.000000;13472.500000;13468.500000;13471.750000;0
20171101 092200;13472.000000;13472.750000;13469.750000;13470.000000;0
20171101 092300;13470.250000;13472.000000;13469.500000;13471.750000;0
20171101 092400;13471.500000;13472.750000;13470.000000;13472.250000;0
20171101 092500;13472.500000;13473.000000;13471.500000;13473.000000;0
20171101 092600;13473.250000;13475.750000;13473.250000;13475.750000;0
20171101 092700;13475.500000;13475.500000;13472.000000;13472.750000;0
20171101 092800;13473.000000;13474.250000;13472.500000;13473.000000;0
20171101 092900;13473.250000;13484.250000;13473.000000;13479.250000;0
20171101 093000;13479.500000;13479.750000;13473.000000;13475.750000;0
20171101 093100;13476.000000;13477.000000;13471.000000;13471.250000;0
20171101 093200;13471.500000;13474.250000;13469.500000;13474.000000;0
20171101 093300;13473.750000;13474.500000;13471.250000;13472.000000;0
20171101 093400;13471.750000;13474.250000;13471.750000;13472.750000;0
20171101 093500;13473.000000;13473.500000;13470.500000;13471.250000;0
20171101 093600;13471.500000;13473.000000;13470.000000;13470.500000;0
20171101 093700;13470.250000;13472.000000;13469.500000;13469.500000;0
20171101 093800;13469.250000;13471.000000;13469.000000;13470.000000;0
20171101 093900;13469.750000;13472.750000;13469.500000;13471.250000;0
20171101 094000;13471.000000;13471.500000;13466.500000;13467.250000;0
20171101 094100;13467.500000;13468.500000;13467.000000;13467.500000;0
20171101 094200;13467.750000;13472.500000;13467.750000;13472.250000;0
20171101 094300;13472.500000;13474.000000;13471.750000;13472.000000;0
20171101 094400;13471.750000;13472.250000;13470.000000;13470.500000;0
20171101 094500;13470.750000;13471.000000;13468.250000;13468.250000;0
20171101 094600;13468.000000;13472.750000;13468.000000;13471.250000;0
20171101 094700;13471.000000;13473.750000;13471.000000;13472.750000;0
20171101 094800;13472.500000;13473.000000;13469.750000;13469.750000;0
20171101 094900;13469.500000;13470.250000;13467.500000;13467.500000;0
20171101 095000;13467.750000;13469.500000;13466.500000;13466.500000;0
20171101 095100;13466.250000;13472.000000;13465.000000;13471.750000;0
20171101 095200;13472.000000;13473.000000;13471.500000;13473.000000;0
20171101 095300;13473.250000;13477.000000;13472.500000;13476.750000;0
20171101 095400;13476.500000;13477.000000;13471.000000;13471.250000;0
20171101 095500;13471.000000;13472.000000;13469.250000;13471.750000;0
20171101 095600;13471.500000;13475.750000;13471.250000;13475.250000;0
20171101 095700;13475.750000;13476.750000;13474.500000;13476.000000;0
20171101 095800;13476.250000;13476.250000;13474.000000;13475.250000;0
20171101 095900;13475.750000;13476.500000;13474.000000;13475.500000;0
20171101 100000;13474.500000;13475.250000;13471.250000;13471.250000;0
20171101 100100;13471.000000;13471.000000;13466.500000;13467.000000;0
20171101 100200;13467.250000;13468.000000;13462.500000;13464.750000;0
20171101 100300;13465.000000;13468.750000;13464.750000;13468.000000;0
20171101 100400;13467.750000;13470.750000;13467.750000;13469.000000;0
